JSR;6809;H=• N=• Z=• V=• C=•;Jump to Subroutine;SP' ← SP - 1, (SP) ← PCL  !SP' ← SP - 1, (SP) ← PCH  !PC ← EA!!Program control is transferred to the effective address after storing the return address on the hardware stack. A RTS instruction should be the last executed instruction of the subroutine.
LBCC;6809;H=• N=• Z=• V=• C=•;Long Branch if Carry Clear (C=0) (Unsigned);TEMP ← MI  !IFF C = 0 then PC' ← PC + TEMP!!Tests the state of the C (carry) bit and causes a branch If it Is clear.!!Equivalent to LBHS.
LBCS;6809;H=• N=• Z=• V=• C=•;Long Branch if Carry Set (C=1) (Unsigned);TEMP ← MI  !IFF C = 1 then PC' ← PC + TEMP!!Tests the state of the C (carry) bit and causes a branch If it is set.!!Equivalent to LBLO.
LBEQ;6809;H=• N=• Z=• V=• C=•;Long Branch if Equal (Z=1);TEMP ← MI  !IFF Z = 1 then PC' ← PC + TEMP!!Tests the state of the Z (zero) bit and causes a branch if it is set. When used after a subtract or compare operation, this Instruction will branch If the compared values, signed or unsigned, were exactly the same.
LBGE;6809;H=• N=• Z=• V=• C=•;Long Branch if Greater Than or Equal to Zero (Z=1 or N XOR V=0) (Signed);TEMP ← MI  !IFF [N ⊕ V] = 0 then PC' ← PC + TEMP!!Causes a branch if the N (negative) bit and the V (overflow) bit are either both set or both clear. That is, branch if the sign of a valid twos complement result is, or would be, positive. When used after a subtract or compare operation on twos complement values, this instruction will branch if the register was greater than or equal to the memory operand.
LBGT;6809;H=• N=• Z=• V=• C=•;Long Branch if Greater (N XOR V=0) (Signed);TEMP ← MI  !IFF Z ∩ [N ⊕ V] = 0 then PC' ← PC + TEMP!!Causes a branch if the N (negative) bit and V (overflow) bit are either both set or both clear and the Z (zero) bit is clear. In other words, branch if the sign of a valid twos complement result is, or would be, positive and not zero. When used after a subtract or compare operation on twos complement values, this instruction will branch if the register was greater than the memory operand.
LBHI;6809;H=• N=• Z=• V=• C=•;Long Branch if Higher (Z=0 AND C=0) (Unsigned);TEMP ← MI  !IFF [C ∪ Z] = 0 then PC' ← PC + TEMP!!Causes a branch if the previous operation caused neither a carry nor a zero result. When used after a subtract or compare operation on unsigned binary values, this instruction will branch if the register was higher than the memory operand.!!Generally not useful after INC/DEC, LD/TST, and TST/CLR/COM instructions.
LBHS;6809;H=• N=• Z=• V=• C=•;Long Branch if Higher or Same (C=0) (Unsigned);TEMP ← MI  !IFF C = 0 then PC' ← PC + TEMP!!Tests the state of the C (carry) bit and causes a branch if it is clear. When used after a subtract or compare on unsigned binary values, this instruction will branch if the register was higher than or the same as the memory operand.!!This is a duplicate assembly-language mnemonic for the single machine instruction LBCC. Generally not useful after INC/DEC, LD/ST, and TST/CLR/COM instructions.
LBLE;6809;H=• N=• Z=• V=• C=•;Long Branch if Less than or Equal to Zero (Z=1 or N XOR V=0) (Signed);TEMP ← MI  !IFF Z ∪ [N ⊕ V] = 0 then PC' ← PC + TEMP!!Causes a branch if the exclusive OR of the N (negative) and V (overflow) bits is 1 or if the Z (zero) bit is set. That is, branch if the sign of a valid twos complement result is, or would be, negative. When used after a subtract or compare operation on twos complement values, this instruction will branch if the register was less than or equal to the memory operand.
LBLO;6809;H=• N=• Z=• V=• C=•;Long Branch if Lower (C=1) (Unsigned);TEMP ← MI  !IFF C = 1 then PC' ← PC + TEMP!!Tests the state of the (carry) bit and causes a branch if it is set. When used after a subtract or compare on unsigned binary values, this instruction will branch if the register was lower than the memory operand.!!This is a duplicate assembly-language mnemonic for the single machine instruction LBCS. Generally not useful after INC/DEC.
LBLS;6809;H=• N=• Z=• V=• C=•;Long Branch if Lower or Same (Z=1 or C=1) (Unsigned);TEMP ← MI  !IFF [C ∪ Z] = 1 then PC' ← PC + TEMP!!Causes a branch if the previous operation caused either a carry or a zero result. When used after a subtract or compare operation on unsigned binary values, this instruction will branch if the register was lower than or the same as the memory operand.!!Generally not useful after INC/DEC, LD/ST, and TST/CLR/COM instructions.
LBLT;6809;H=• N=• Z=• V=• C=•;Long Branch if Less than Zero (N XOR V=1) (Signed);TEMP ← MI  !IFF [N ⊕ V] = 1 then PC' ← PC + TEMP!!Causes a branch if either, but not both, of the N (negative) or V (overflow) bits is set. That is, branch if the sign of a valid twos complement result is, or would be, negative. When used after a subtract or compare operation on twos complement binary values, this instruction will branch if the register was less than the memory operand.
LBMI;6809;H=• N=• Z=• V=• C=•;Long Branch if Minus (N=1);TEMP ← MI  !IFF N = 1 then PC' ← PC + TEMP!!Tests the state of the N (negative) bit and causes a branch if set. That is, branch if the sign of the twos compiement result is negative.!!When used after an operation on signed binary values, this instruction will branch if the result is minus. It is generally preferred to use the LBLT instruction after signed operations.
LBNE;6809;H=• N=• Z=• V=• C=•;Long Branch Not Equal (Z=0);TEMP ← MI  !IFF Z = 0 then PC' ← PC + TEMP!!Tests the state of the Z (zero) bit and causes a branch if it is clear. When used after a subtract or compare operation on any binary values, this instruction will branch if the register is, or would be, not equal to the memory operand.
LBPL;6809;H=• N=• Z=• V=• C=•;Long Branch if Plus (N=0);TEMP ← MI  !IFF N = 0 then PC' ← PC + TEMP!!Tests the state of the N (negative) bit and causes a branch if it is clear. That is, branch if the sign of the twos complement result is positive.!!When used after an operation on signed binary values, this instruction will branch if the result (possibly invalid) is positive. It is generally preferred to use the LBGE instruction after signed operations.
LBRA;6809;H=• N=• Z=• V=• C=•;Long Branch Always;TEMP ← MI  !!PC' ← PC + TEMP!!Causes an unconditlonai branch.
LBRN;6809;H=• N=• Z=• V=• C=•;Long Branch Never (NOP);TEMP ← MI!!Does not cause a branch. This instruction is essentially a no operation, but has a bit pattern logically related to branch always.
LBSR;6809;H=• N=• Z=• V=• C=•;Long Branch to Subroutine;TEMP ← MI  !SP' ← SP-1, (SP) ← PCL  !SP' ← SP-1, (SP) ← PCH  !PC ← PC + TEMP!!The program counter is pushed onto the stack. The program counter is then loaded with the sum of the program counter and the offset.!!A return from subroutine (RTS) Instruction is used to reverse this process and must be the last instruction executed in a subroutine.
LBVC;6809;H=• N=• Z=• V=• C=•;Long Branch if valid twos complement result (V=0);TEMP ← MI  !IFF V = 0 then PC' ← PC + TEMP!!Tests the state of the V (overflow) bit and causes a branch if it is clear. That is, branch if the twos complement result was valid. When used after an operation on twos complement binary values, this instruction will branch if there was no overflow.
LBVS;6809;H=• N=• Z=• V=• C=•;Long Branch if invalid twos complement result (V=1);TEMP ← MI  !IFF V = 1 then PC' ← PC + TEMP!!Tests the state of the V (overflow) bit and causes a branch if it is set. That is, branch if the twos complement result was invalid. When used after an operation on twos complement binary values, this instruction will branch if there was an overflow.
LDA;6809;H=• N=↕ Z=↕ V=0 C=•;Load A from Memory;R' ← M!!Loads the contents of memory location M into the designated register.
LDB;6809;H=• N=↕ Z=↕ V=0 C=•;Load B from Memory;R' ← M!!Loads the contents of memory location M into the designated register.
LDD;6309;H=• N=↕ Z=↕ V=0 C=•;Load D from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDE;6309;H=• N=↕ Z=↕ V=0 C=•;Load E from Memory;R' ← M!!Loads the contents of memory location M into the designated register.
LDF;6309;H=• N=↕ Z=↕ V=0 C=•;Load F from Memory;R' ← M!!Loads the contents of memory location M into the designated register.
LDW;6309;H=• N=↕ Z=↕ V=0 C=•;Load W from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDX;6809;H=• N=↕ Z=↕ V=0 C=•;Load X from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDY;6809;H=• N=↕ Z=↕ V=0 C=•;Load Y from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDS;6809;H=• N=↕ Z=↕ V=0 C=•;Load S from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDU;6809;H=• N=↕ Z=↕ V=0 C=•;Load U from Memory;R' ← M:M+1!!Load the contents of the memory location M:M+1 into the designated 16-bit register.
LDBT;6309;H=• N=• Z=• V=• C=•;Load Register Bit from Memory;R.d' ← DPM.s!!Load bit s of the contents of direct address memory location DPM into bit d of the register R. No condition codes are affected.
LDMD;6309;H=• N=• Z=• V=• C=•;Load Value into MD;MD.NM' ← I.0  !MD.FM ← I.1!!Loads the native mode and FIRQ mode bits (two least-significant bits) of the immediate value into the register MD. No condition codes are affected.
LDQ;6309;H=• N=↕ Z=↕ V=0 C=•;Load Q from Memory;Q! ← M:M+3!!Load the contents of the memory location M:M+3 into the designated 32-bit register.
LEAX;6809;H=• N=• Z=↕ V=• C=•;Load Effective Address into X;R' ← EA!!Calculates the effective address from the indexed addressing and places the address in an indexable register.!!LEAX affects the Z (zero) bit to allow use of these registers as counters and for MC6800 INX/DEX compatibility.!!Due to the order in which effective addresses are calculated internally, the LEAX ,X++ and LEAX ,X+ do not add 2 and 1 (respectively) to the X register, but instead leave the X register unchanged. This also applies to the Y, U, and S registers. For the expected results, use the faster instruction LEAX 2,X and LEAX 1,X.!!Some examples of LEA instruction uses are given in the following table.!!| Instruction | Operation | Comment |!| :--- | :--- | :--- |!| LEAX 10,X | X + 10 → X | Adds 5-bit constant 10 to X |!| LEAX 500,X | X + 500 → X | Adds 16-bit constant 500 to X |!| LEAY A,Y | Y + A → Y | Adds 8-bit accumulator to Y |!| LEAY D,Y | Y + D → Y | Adds 16-bit D accumulator to Y |!| LEAU -10,U | U - 10 → U | Subtracts 10 from U |!| LEAS -10,S | S - 10 → S | Used to reserve area on stack |!| LEAS 10,S | S + 10 → S | Used to 'clean up' stack |!| LEAX 5,S | S + 5 → X | Transfers as well as adds |
LEAY;6809;H=• N=• Z=↕ V=• C=•;Load Effective Address into Y;R' ← EA!!Calculates the effective address from the indexed addressing and places the address in an indexable register.!!LEAY affects the Z (zero) bit to allow use of these registers as counters and for MC6800 INX/DEX compatibility.!!Due to the order in which effective addresses are calculated internally, the LEAX ,X++ and LEAX ,X+ do not add 2 and 1 (respectively) to the X register, but instead leave the X register unchanged. This also applies to the Y, U, and S registers. For the expected results, use the faster instruction LEAX 2,X and LEAX 1,X.!!Some examples of LEA instruction uses are given in the following table.!!| Instruction | Operation | Comment |!| :--- | :--- | :--- |!| LEAX 10,X | X + 10 → X | Adds 5-bit constant 10 to X |!| LEAX 500,X | X + 500 → X | Adds 16-bit constant 500 to X |!| LEAY A,Y | Y + A → Y | Adds 8-bit accumulator to Y |!| LEAY D,Y | Y + D → Y | Adds 16-bit D accumulator to Y |!| LEAU -10,U | U - 10 → U | Subtracts 10 from U |!| LEAS -10,S | S - 10 → S | Used to reserve area on stack |!| LEAS 10,S | S + 10 → S | Used to 'clean up' stack |!| LEAX 5,S | S + 5 → X | Transfers as well as adds |
LEAS;6809;H=• N=• Z=• V=• C=•;Load Effective Address into S;R' ← EA!!Calculates the effective address from the indexed addressing and places the address in an indexable register.!!LEAS does not affect the Z bit to allow cleaning up the stack while returning the Z bit as a parameter to a calling routine, and also for MC6800 INS/DES compatibility.!!Due to the order in which effective addresses are calculated internally, the LEAX ,X++ and LEAX ,X+ do not add 2 and 1 (respectively) to the X register, but instead leave the X register unchanged. This also applies to the Y, U, and S registers. For the expected results, use the faster instruction LEAX 2,X and LEAX 1,X.!!Some examples of LEA instruction uses are given in the following table.!!| Instruction | Operation | Comment |!| :--- | :--- | :--- |!| LEAX 10,X | X + 10 → X | Adds 5-bit constant 10 to X |!| LEAX 500,X | X + 500 → X | Adds 16-bit constant 500 to X |!| LEAY A,Y | Y + A → Y | Adds 8-bit accumulator to Y |!| LEAY D,Y | Y + D → Y | Adds 16-bit D accumulator to Y |!| LEAU -10,U | U - 10 → U | Subtracts 10 from U |!| LEAS -10,S | S - 10 → S | Used to reserve area on stack |!| LEAS 10,S | S + 10 → S | Used to 'clean up' stack |!| LEAX 5,S | S + 5 → X | Transfers as well as adds |
LEAU;6809;H=• N=• Z=• V=• C=•;Load Effective Address into U;R' ← EA!!Calculates the effective address from the indexed addressing and places the address in an indexable register.!!LEAU does not affect the Z bit to allow cleaning up the stack while returning the Z bit as a parameter to a calling routine, and also for MC6800 INS/DES compatibility.!!Due to the order in which effective addresses are calculated internally, the LEAX ,X++ and LEAX ,X+ do not add 2 and 1 (respectively) to the X register, but instead leave the X register unchanged. This also applies to the Y, U, and S registers. For the expected results, use the faster instruction LEAX 2,X and LEAX 1,X.!!Some examples of LEA instruction uses are given in the following table.!!| Instruction | Operation | Comment |!| :--- | :--- | :--- |!| LEAX 10,X | X + 10 → X | Adds 5-bit constant 10 to X |!| LEAX 500,X | X + 500 → X | Adds 16-bit constant 500 to X |!| LEAY A,Y | Y + A → Y | Adds 8-bit accumulator to Y |!| LEAY D,Y | Y + D → Y | Adds 16-bit D accumulator to Y |!| LEAU -10,U | U - 10 → U | Subtracts 10 from U |!| LEAS -10,S | S - 10 → S | Used to reserve area on stack |!| LEAS 10,S | S + 10 → S | Used to 'clean up' stack |!| LEAX 5,S | S + 5 → X | Transfers as well as adds |
LSL;6809;H=• N=↕ Z=↕ V=↕ C=↕;Logical Memory Shift Left;C ←□□□□□□□□← 0!!Shifts all bits of memory location M one place to the left. Bit zero is loaded with a zero. Bit seven of memory location M is shifted into the (carry) bit.!!This is a duplicate assembly-language mnemonic for the single machine instruction ASL.
LSLA;6809;H=• N=↕ Z=↕ V=↕ C=↕;Logical A Shift Left;C ←□□□□□□□□← 0!!Shifts all bits of accumulator A one place to the left. Bit zero is loaded with a zero. Bit seven of accumulator A is shifted into the (carry) bit.!!This is a duplicate assembly-language mnemonic for the single machine instruction ASL.
LSLB;6809;H=• N=↕ Z=↕ V=↕ C=↕;Logical B Shift Left;C ←□□□□□□□□← 0!!Shifts all bits of accumulator B one place to the left. Bit zero is loaded with a zero. Bit seven of accumulator B is shifted into the (carry) bit.!!This is a duplicate assembly-language mnemonic for the single machine instruction ASL.
LSLD;6309;H=• N=↕ Z=↕ V=↕ C=↕;Logical D Shift Left;C ←□□□□□□□□□□□□□□□□← 0!!Shifts all bits of accumulator D one place to the left. Bit zero is loaded with a zero. Bit fifteen of accumulator D is shifted into the (carry) bit.!!This is a duplicate assembly-language mnemonic for the single machine instruction ASL.
LSR;6809;H=• N=0 Z=↕ V=• C=↕;Logical Memory Shift Right;0 →□□□□□□□□→ C!!Performs a logical shift right on the operand. Shifts a zero into bit seven and bit zero into the C (carry) bit.
LSRA;6809;H=• N=0 Z=↕ V=• C=↕;Logical A Shift Right;0 →□□□□□□□□→ C!!Performs a logical shift right on the operand. Shifts a zero into bit seven and bit zero into the C (carry) bit.
LSRB;6809;H=• N=0 Z=↕ V=• C=↕;Logical B Shift Right;0 →□□□□□□□□→ C!!Performs a logical shift right on the operand. Shifts a zero into bit seven and bit zero into the C (carry) bit.
LSRD;6309;H=• N=0 Z=↕ V=• C=↕;Logical D Shift Right;0 →□□□□□□□□□□□□□□□□→ C!!Performs a logical shift right on the operand. Shifts a zero into bit fifteen and bit zero into the C (carry) bit.
LSRW;6309;H=• N=0 Z=↕ V=• C=↕;Logical W Shift Right;0 →□□□□□□□□□□□□□□□□→ C!!Performs a logical shift right on the operand. Shifts a zero into bit fifteen and bit zero into the C (carry) bit.
MUL;6809;H=• N=• Z=↕ V=• C=? — Special case — Carry set if b7 is SET;Unsigned Multiply into D;A':B' ← A × B!!Multiply the unsigned contents accumulators A and B, place the result in both accumulators (the contents of accumulator A contains the most-significant byte of the result). Unsigned multiply allows multiple-precision operations.!!The C (carry) bit allows rounding the most-significant byte through the sequence: MUL, ADCA #0.
MULD;6309;H=• N=↕ Z=↕ V=• C=•;Signed Multiply into Q;Q' ← D × I|M:M+1!!Multiply the signed contents of accumulators D and the contents of a 16-bit immediate value or the contents of memory location M, place the result in accumulator Q.
NEG;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Negate Memory;M' ← 0 - M!!Replaces the operand with its twos complement. The (carry) bit represents a borrow and is set to the inverse of the resulting binary carry. Note that $0080 is replaced by itself and only in this case is the V (overflow) bit set. The value $0000 is also replaced by itself, and only in this case is the C (carry) bit cleared.
NEGA;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Negate A;R' ← 0 - R!!Replaces the operand with its twos complement. The (carry) bit represents a borrow and is set to the inverse of the resulting binary carry. Note that $0080 is replaced by itself and only in this case is the V (overflow) bit set. The value $0000 is also replaced by itself, and only in this case is the C (carry) bit cleared.
NEGB;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Negate B;R' ← 0 - R!!Replaces the operand with its twos complement. The (carry) bit represents a borrow and is set to the inverse of the resulting binary carry. Note that $0080 is replaced by itself and only in this case is the V (overflow) bit set. The value $0000 is also replaced by itself, and only in this case is the C (carry) bit cleared.
NEGD;6809;H=• N=↕ Z=↕ V=↕ C=↕;Negate D;R' ← 0 - R!!Replaces the operand with its twos complement. The (carry) bit represents a borrow and is set to the inverse of the resulting binary carry. Note that $8000 is replaced by itself and only in this case is the V (overflow) bit set. The value $0000 is also replaced by itself, and only in this case is the C (carry) bit cleared.
NOP;6809;H=• N=• Z=• V=• C=•;No Operation;This instruction causes only the program counter to be incremented. No other registers or memory locations are affected.
OIM;6309;H=• N=↕ Z=↕ V=0 C=•;Logical OR Value into Memory;M! ← M ∪ I!!Performs an inclusive OR operation between the contents of memory location M and the immediate value I and the result is stored in the memory location M.
ORA;6809;H=• N=↕ Z=↕ V=0 C=•;Inclusive OR Memory into A;R' ← R ∪ M!!Performs an inclusive OR operation between the contents of accumulator A and the contents of memory location M and the result is stored in accumulator A.
ORB;6809;H=• N=↕ Z=↕ V=0 C=•;Inclusive OR Memory into B;R' ← R ∪ M!!Performs an inclusive OR operation between the contents of accumulator B and the contents of memory location M and the result is stored in accumulator B.
ORCC;6809;Condition Codes set as a direct reseult of the instruction;Inclusive OR Immediate Byte into CC;R'— R ∪ IMM!!Performs an inclusive OR operation between the contents of the condition code registers and the immediate value, and the result is piaced in the condition code register. This instruction may be used to set interrupt masks (disable interrupts) or any other bit(s).
ORD;6309;H=• N=↕ Z=↕ V=0 C=•;Inclusive OR Memory into D;R' ← R ∪ M:M+1!!Performs an inclusive OR operation between the contents of accumulator B and the contents of memory location M:M+1 and the result is stored in accumulator D.
ORR;6309;H=• N=↕ Z=↕ V=0 C=•;Inclusive OR Register into Register;R1' ← R1 ∪ R0!!Performs an inclusive OR operation between the contents of register R0 and the contents of register R1 and the result is stored in register R1.
PSHS;6809;H=• N=• Z=• V=• C=•;Push Registers onto Hardware Stack;**Push Order**  !PC ⇢ U ⇢ Y ⇢ X ⇢ DP ⇢ B ⇢ A ⇢ CC!!All, some, or none of the processor registers are pushed onto the hardware stack (with the exception of the hardware stack pointer itself).!!A single register may be placed on the stack with the condition codes set by doing an autodecrement store onto the stack (example: STX ,--S).
PSHSW;6309;H=• N=• Z=• V=• C=•;Push W onto Hardware Stack;S' ← S - 2  !S:S+1' ← W!!Autodecrements the contents of the hardware stack register and pushs the value of the register W (E and F) onto the hardware stack. Condition codes are not affected.
PSHU;6809;H=• N=• Z=• V=• C=•;Push Registers onto User Stack;**Push Order**  !PC ⇢ S ⇢ Y ⇢ X ⇢ DP ⇢ B ⇢ A ⇢ CC!!All, some, or none of the processor registers are pushed onto the user stack (with the exception of the user stack pointer itself).!!A single register may be placed on the stack with the condition codes set by doing an autodecrement store onto the stack (example: STX ,--U).
PSHUW;6309;H=• N=• Z=• V=• C=•;Push W onto User Stack;U' ← U - 2  !U:U+1' ← W!!Autodecrements the contents of the user stack register and pushs the value of the register W (E and F) onto the user stack. Condition codes are not affected.
PULS;6809;H=• N=• Z=• V=• C=•;Pull Registers from Hardware Stack;**Pull Order**  !PC ⇠ U ⇠ Y ⇠ X ⇠ DP ⇠ B ⇠ A ⇠ CC!!All, some, or none of the processor registers are pulled from the hardware stack (with the exception of the hardware stack pointer itself).!!A single register may be pulled from the stack with condition codes set by doing an autoincrement load from the stack (example: LDX ,S++).
PULSW;6309;H=• N=• Z=• V=• C=•;Pull W from Hardware Stack;W' ← S:S+1  !S' ← S + 2!!Pulls the value for register W (E and F) from the hardware stack and autoincrements the contents of the hardware stack register. Condition codes are not affected.
PULU;6809;H=• N=• Z=• V=• C=•;Pull Registers from User Stack;**Pull Order**  !PC ⇠ S ⇠ Y ⇠ X ⇠ DP ⇠ B ⇠ A ⇠ CC!!All, some, or none of the processor registers are pulled from the user stack (with the exception of the user stack pointer itself).!!A single register may be pulled from the stack with condition codes set by doing an autoincrement load from the stack (example: LDX ,U++).
PULUW;6309;H=• N=• Z=• V=• C=•;Pull W from User Stack;W' ← U:U+1  !U' ← U + 2!!Pulls the value for register W (E and F) from the user stack and autoincrements the contents of the user stack register. Condition codes are not affected.
ROL;6809;H=• N=↕ Z=↕ V=↕ C=↕;Rotate Memory Left;```html   !┌──────────────┐  !└─ C ←□□□□□□□□←┘  !```!!Rotates all bits of the operand one place left through the bit. This is a 9-bit rotation.
ROLA;6809;H=• N=↕ Z=↕ V=↕ C=↕;Rotate A Left;```html   !┌──────────────┐  !└─ C ←□□□□□□□□←┘  !```!!Rotates all bits of the operand one place left through the bit. This is a 9-bit rotation.
ROLB;6809;H=• N=↕ Z=↕ V=↕ C=↕;Rotate B Left;```html   !┌──────────────┐  !└─ C ←□□□□□□□□←┘  !```!!Rotates all bits of the operand one place left through the bit. This is a 9-bit rotation.
ROLD;6309;H=• N=↕ Z=↕ V=↕ C=↕;Rotate D Left;```html   !┌──────────────────────┐  !└─ C ←□□□□□□□□□□□□□□□□←┘  !```!!Rotates all bits of the operand one place left through the bit. This is a 17-bit rotation.
ROLW;6309;H=• N=↕ Z=↕ V=↕ C=↕;Rotate W Left;```html   !┌──────────────────────┐  !└─ C ←□□□□□□□□□□□□□□□□←┘  !```!!Rotates all bits of the operand one place left through the bit. This is a 17-bit rotation.
ROR;6809;H=• N=↕ Z=↕ V=• C=↕;Rotate Memory Right;```html   !┌──────────────┐  !└→ C →□□□□□□□□─┘  !```!!Rotates all bits of the operand one place right through the C (carry) bit. This is a 9-bit rotation.
RORA;6809;H=• N=↕ Z=↕ V=• C=↕;Rotate A Right;```html   !┌──────────────┐  !└→ C →□□□□□□□□─┘  !```!!Rotates all bits of the operand one place right through the C (carry) bit. This is a 9-bit rotation.
RORB;6809;H=• N=↕ Z=↕ V=• C=↕;Rotate B Right;```html   !┌──────────────┐  !└→ C →□□□□□□□□─┘  !```!!Rotates all bits of the operand one place right through the C (carry) bit. This is a 9-bit rotation.
RORD;6309;H=• N=↕ Z=↕ V=• C=↕;Rotate D Right;```html   !┌──────────────────────┐  !└→ C →□□□□□□□□□□□□□□□□─┘  !```!!Rotates all bits of the operand one place right through the C (carry) bit. This is a 17-bit rotation.
RORW;6309;H=• N=↕ Z=↕ V=• C=↕;Rotate W Right;```html   !┌──────────────────────┐  !└→ C →□□□□□□□□□□□□□□□□─┘  !```!!Rotates all bits of the operand one place right through the C (carry) bit. This is a 17-bit rotation.
RTI;6809;Condition Codes set as a direct reseult of the instruction;Return from Interrupt;CCR' ← (SP), SP' ← SP + 1, then!!| | |  !| :--- | :--- |  !IFF COR bit E is set, then: | ACCA' ← (SP), SP' ← SP + 1  !| | ACCB' ← (SP), SP' ← SP + 1  !| | DPR' ← (SP), SP' ← SP + 1  !| | IXH' ← (SP), SP' ← SP + 1  !| | IXL' ← (SP), SP' ← SP + 1  !| | IYH' ← (SP), SP' ← SP + 1  !| | IYL' ← (SP), SP' ← SP + 1  !| | USH' ← (SP), SP' ← SP + 1  !| | USL' ← (SP), SP' ← SP + 1  !| | PCH' ← (SP), SP' ← SP + 1  !| | PCL' ← (SP), SP' ← SP + 1  !| | |  !IFF CCR bit E is clear, then: | PCH' ← (SP), SP' ← SP + 1  !| | PCL' ← (SP), SP' ← SP + 1 |!!The saved machine state is recovered from the hardware stack and control is returned to the interrupted program. If the recovered E (entire) bit is clear, it indicates that only a subset of the machine state was saved (return address and condition codes) and only that subset is recovered.
RTS;6809;H=• N=• Z=• V=• C=•;Return from Subroutine;PCH ← (SP), SP' ← SP + 1  !PCL' ← (SP), SP' ← SP + 1!!Program control is returned from the subroutine to the calling program. The return address is pulled from the stack.
SBCA;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Subtract Memory from A with Borrow;R' ← R - M - C!!Subtracts the contents of memory location M and the borrow (in the C (carry) bit) from the contents of the designated 8-bit register, and places the result in that register. The C bit represents a borrow and is set to the inverse of the resulting binary carry.
SBCB;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Subtract Memory from B with Borrow;R' ← R - M - C!!Subtracts the contents of memory location M and the borrow (in the C (carry) bit) from the contents of the designated 8-bit register, and places the result in that register. The C bit represents a borrow and is set to the inverse of the resulting binary carry.
SBCD;6309;H=• N=↕ Z=↕ V=↕ C=↕;Subtract Memory from D with Borrow;R' ← R - M:M+1 - C!!Subtracts the contents of memory location M:M+1 and the borrow (in the C (carry) bit) from the contents of the designated 16-bit register, and places the result in that register. The C bit represents a borrow and is set to the inverse of the resulting binary carry.
SBCR;6309;H=• N=↕ Z=↕ V=↕ C=↕;Subtract Register from Register with Borrow;R1' ← R1 - R0 - C!!Subtracts the contents of register R0 and the borrow (in the C (carry) bit) from the contents of the register R1, and places the result in the register R1. The C bit represents a borrow and is set to the inverse of the resulting binary carry.
SEX;6809;H=• N=↕ Z=↕ V=0 C=•;Sign Extend B into D;| | |  !| :--- | :--- |  !| If bit seven of ACCB is set | then ACCA' ← $FF |  !| | else ACCA' ← $00 |!!This instruction transforms a twos complement 8-bit value in accumulator B into a twos complement 16-bit value in the D accumulator.
SEXW;6309;H=• N=↕ Z=↕ V=• C=•;Sign Extend W into Q;| | |  !| :--- | :--- |  !| If bit fifteen of ACCW is set | then ACCD' ← $FFFF |  !| | else ACCD' ← $0000 |!!This instruction transforms a twos complement 16-bit value in accumulator WAI into a twos complement 32-bit value in the Q accumulator.
STA;6809;H=• N=↕ Z=↕ V=0 C=•;Store A into Memory;M' ← R!!Writes the contents of an 8-bit register into a memory location.
STB;6809;H=• N=↕ Z=↕ V=0 C=•;Store B into Memory;M' ← R!!Writes the contents of an 8-bit register into a memory location.
STE;6309;H=• N=↕ Z=↕ V=0 C=•;Store E into Memory;M' ← R!!Writes the contents of an 8-bit register into a memory location.
STF;6309;H=• N=↕ Z=↕ V=0 C=•;Store F into Memory;M' ← R!!Writes the contents of an 8-bit register into a memory location.
STD;6809;H=• N=↕ Z=↕ V=0 C=•;Store D into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STW;6309;H=• N=↕ Z=↕ V=0 C=•;Store W into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STX;6809;H=• N=↕ Z=↕ V=0 C=•;Store X into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STY;6809;H=• N=↕ Z=↕ V=0 C=•;Store Y into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STS;6809;H=• N=↕ Z=↕ V=0 C=•;Store S into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STU;6809;H=• N=↕ Z=↕ V=0 C=•;Store U into Memory;M':M'+1 ← R!!Writes the contents of a 16-bit register into two consecutive memory locations
STBT;6309;H=• N=• Z=• V=• C=•;Store Register Bit into Memory;DPM.d' ← R.s!!Write bit s of the contents of register R into bit d in direct addressed memory location DPM. Condition Codes are not affected.
STQ;6309;H=• N=↕ Z=↕ V=0 C=•;Store Q into Memory;M':M'+3 ← R!!Writes the contents of an 32-bit register into four consecutive memory locations
